query_id,benchmark_id,source_question_id,db_id,split,q_tag,tag,question,ehrsql_template,query,is_fully_instantiated,is_impossible,answerability,execution_eligible,unresolved_macros,review_flags,value_arguments_json,tag_item_subtypes_json,ehrsql_value_json,mimiciii_gold_query,instantiation_source
schera_ehrsql_draft_00047,ehrsql_008,c5e60a53e6312d79c2171ff6,mimic_iii,test,what is the date of birth of patient {patient_id}?,what is the date of birth of patient {patient_id}?,What is the date of birth for patient 83038?,what is the date of birth of patient 83038?,"select make_date(p.year_of_birth, coalesce(p.month_of_birth, 1), coalesce(p.day_of_birth, 1)) as answer from <SCHEMA>.person p where p.person_source_value = '83038'",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""83038"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}",{},"{""patient_id"": 83038}",select patients.dob from patients where patients.subject_id = 83038,schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00048,ehrsql_008,c61623829d04e54563150c5b,mimic_iii,test,what is the date of birth of patient {patient_id}?,what is the date of birth of patient {patient_id}?,What is the birth date for patient 19059?,what is the date of birth of patient 19059?,"select make_date(p.year_of_birth, coalesce(p.month_of_birth, 1), coalesce(p.day_of_birth, 1)) as answer from <SCHEMA>.person p where p.person_source_value = '19059'",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""19059"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}",{},"{""patient_id"": 19059}",select patients.dob from patients where patients.subject_id = 19059,schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00049,ehrsql_008,4ab8ce0b57602d7bb8e980b9,mimic_iii,test,what is the date of birth of patient {patient_id}?,what is the date of birth of patient {patient_id}?,What is the birth date for patient 76494?,what is the date of birth of patient 76494?,"select make_date(p.year_of_birth, coalesce(p.month_of_birth, 1), coalesce(p.day_of_birth, 1)) as answer from <SCHEMA>.person p where p.person_source_value = '76494'",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""76494"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}",{},"{""patient_id"": 76494}",select patients.dob from patients where patients.subject_id = 76494,schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00050,ehrsql_008,433195dd8d8813ef52fdceb5,mimic_iii,test,what is the date of birth of patient {patient_id}?,what is the date of birth of patient {patient_id}?,What is the date of birth for patient 366?,what is the date of birth of patient 366?,"select make_date(p.year_of_birth, coalesce(p.month_of_birth, 1), coalesce(p.day_of_birth, 1)) as answer from <SCHEMA>.person p where p.person_source_value = '366'",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""366"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}",{},"{""patient_id"": 366}",select patients.dob from patients where patients.subject_id = 366,schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00051,ehrsql_008,fb6090a913dde57f2782f712,mimic_iii,test,what is the date of birth of patient {patient_id}?,what is the date of birth of patient {patient_id}?,When is patient 16248's birthday?,what is the date of birth of patient 16248?,"select make_date(p.year_of_birth, coalesce(p.month_of_birth, 1), coalesce(p.day_of_birth, 1)) as answer from <SCHEMA>.person p where p.person_source_value = '16248'",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""16248"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}",{},"{""patient_id"": 16248}",select patients.dob from patients where patients.subject_id = 16248,schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00052,ehrsql_008,e5f659edc4756d15e88c1c8b,mimic_iii,test,what is the date of birth of patient {patient_id}?,what is the date of birth of patient {patient_id}?,What is the birth date of patient 19175?,what is the date of birth of patient 19175?,"select make_date(p.year_of_birth, coalesce(p.month_of_birth, 1), coalesce(p.day_of_birth, 1)) as answer from <SCHEMA>.person p where p.person_source_value = '19175'",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""19175"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}",{},"{""patient_id"": 19175}",select patients.dob from patients where patients.subject_id = 19175,schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00053,ehrsql_009,9ce6854e42d5971e8d866111,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-first] length of hospital stay of patient {patient_id}?,Could you calculate the duration of stay for patient 85169 during their first hospital stay?,what was the first length of hospital stay of patient 85169?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '85169' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime ASC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""85169"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-first""}","{""patient_id"": 85169}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 85169 and admissions.dischtime is not null order by admissions.admittime asc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00054,ehrsql_009,ce6837dc30291a3f46b30b61,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-first] length of hospital stay of patient {patient_id}?,Can you calculate the length of stay for patient 74624's first hospital admission?,what was the first length of hospital stay of patient 74624?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '74624' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime ASC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""74624"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-first""}","{""patient_id"": 74624}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 74624 and admissions.dischtime is not null order by admissions.admittime asc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00055,ehrsql_009,8276c62ffb5d1bf14f898609,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-first] length of hospital stay of patient {patient_id}?,How long was patient 24762's first hospital stay?,what was the first length of hospital stay of patient 24762?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '24762' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime ASC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""24762"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-first""}","{""patient_id"": 24762}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 24762 and admissions.dischtime is not null order by admissions.admittime asc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00056,ehrsql_009,54391626147e5d4e4c7fd011,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-last] length of hospital stay of patient {patient_id}?,Can you tell me the duration of patient 4718's last hospital stay?,what was the last length of hospital stay of patient 4718?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '4718' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime DESC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""4718"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-last""}","{""patient_id"": 4718}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 4718 and admissions.dischtime is not null order by admissions.admittime desc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00057,ehrsql_009,fe127eca5b54c666cdc54f5c,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-last] length of hospital stay of patient {patient_id}?,What was the length of stay for patient 23224's most recent hospital stay?,what was the last length of hospital stay of patient 23224?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '23224' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime DESC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""23224"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-last""}","{""patient_id"": 23224}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 23224 and admissions.dischtime is not null order by admissions.admittime desc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00058,ehrsql_009,3733d93ba10eda938abddde8,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-first] length of hospital stay of patient {patient_id}?,What is the length of stay for patient 2753 during their first hospital stay?,what was the first length of hospital stay of patient 2753?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '2753' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime ASC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""2753"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-first""}","{""patient_id"": 2753}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 2753 and admissions.dischtime is not null order by admissions.admittime asc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00059,ehrsql_009,94aabe3079249c666e3ae43f,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-last] length of hospital stay of patient {patient_id}?,What is patient 61683's length of stay for their most recent hospital stay?,what was the last length of hospital stay of patient 61683?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '61683' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime DESC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""61683"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-last""}","{""patient_id"": 61683}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 61683 and admissions.dischtime is not null order by admissions.admittime desc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00060,ehrsql_009,62150aad45636891d73aa03c,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-first] length of hospital stay of patient {patient_id}?,Could you provide the length of stay for patient 75581's initial hospital admission?,what was the first length of hospital stay of patient 75581?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '75581' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime ASC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""75581"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-first""}","{""patient_id"": 75581}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 75581 and admissions.dischtime is not null order by admissions.admittime asc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00061,ehrsql_009,c0059e627a3aea5a647234e5,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-first] length of hospital stay of patient {patient_id}?,Get me the length of stay for patient 6580's first hospital stay.,what was the first length of hospital stay of patient 6580?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '6580' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime ASC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""6580"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-first""}","{""patient_id"": 6580}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 6580 and admissions.dischtime is not null order by admissions.admittime asc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00062,ehrsql_009,5afb84c3a9d1d3e9b7928fec,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-first] length of hospital stay of patient {patient_id}?,Calculate the length of stay for patient 2753's first hospital stay.,what was the first length of hospital stay of patient 2753?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '2753' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime ASC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""2753"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-first""}","{""patient_id"": 2753}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 2753 and admissions.dischtime is not null order by admissions.admittime asc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00063,ehrsql_009,3c079158cb5ad5360d5dd1d9,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-first] length of hospital stay of patient {patient_id}?,How long was patient 97358's first hospital stay?,what was the first length of hospital stay of patient 97358?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '97358' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime ASC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""97358"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-first""}","{""patient_id"": 97358}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 97358 and admissions.dischtime is not null order by admissions.admittime asc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00064,ehrsql_009,ea7505983ba29d12f819ba1a,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-last] length of hospital stay of patient {patient_id}?,Get me the length of stay for patient 94122's last hospital stay.,what was the last length of hospital stay of patient 94122?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '94122' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime DESC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""94122"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-last""}","{""patient_id"": 94122}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 94122 and admissions.dischtime is not null order by admissions.admittime desc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00065,ehrsql_009,f0b0d54a073841493808ca23,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-last] length of hospital stay of patient {patient_id}?,Tell me the length of stay for patient 30789's last hospital stay.,what was the last length of hospital stay of patient 30789?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '30789' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime DESC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""30789"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-last""}","{""patient_id"": 30789}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 30789 and admissions.dischtime is not null order by admissions.admittime desc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00066,ehrsql_009,42926b70a043d0ea6c41f0a5,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-first] length of hospital stay of patient {patient_id}?,Show me the length of stay for patient 26195's first hospital stay.,what was the first length of hospital stay of patient 26195?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '26195' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime ASC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""26195"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-first""}","{""patient_id"": 26195}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 26195 and admissions.dischtime is not null order by admissions.admittime asc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00067,ehrsql_009,283604c0b41e00cc1adfc03a,mimic_iii,test,what was the [time_filter_exact1] length of hospital stay of patient {patient_id}?,what was the [time_filter_exact1:exact-first] length of hospital stay of patient {patient_id}?,Calculate patient 26720's length of stay for the first hospital stay.,what was the first length of hospital stay of patient 26720?,"select date_part('day', v.visit_end_datetime - v.visit_start_datetime) as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = '26720' and v.visit_end_datetime is not null ORDER BY v.visit_start_datetime ASC LIMIT 1",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""26720"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-first""}","{""patient_id"": 26720}","select strftime('%j',admissions.dischtime) - strftime('%j',admissions.admittime) from admissions where admissions.subject_id = 26720 and admissions.dischtime is not null order by admissions.admittime asc limit 1",schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00068,ehrsql_010,c2c90e70fbdf4640c9e974cd,mimic_iii,test,what is the change in the weight of patient {patient_id} from the [time_filter_exact2] value measured [time_filter_global2] compared to the [time_filter_exact1] value measured [time_filter_global1]?,what is the change in the weight of patient {patient_id} from the [time_filter_exact2:exact-last] value measured [time_filter_global2:rel-hosp-first] compared to the [time_filter_exact1:exact-second_to_last] value measured [time_filter_global1:rel-hosp-first]?,What is the difference in weight for patient 20441 last measured at the first hospital visit compared to the second to last value measured at the first hospital visit?,what is the change in the weight of patient 20441 from the last value measured on the first hospital visit compared to the second to last value measured on the first hospital visit?,"with v1 as (select m.value_as_number from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = '20441' AND m.measurement_concept_id = 3025315 ORDER BY m.measurement_datetime DESC LIMIT 1 OFFSET 1), v2 as (select m.value_as_number from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = '20441' AND m.measurement_concept_id = 3025315 ORDER BY m.measurement_datetime DESC LIMIT 1) select v2.value_as_number - v1.value_as_number as answer from v1 cross join v2",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""20441"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-second_to_last"", ""time_filter_exact2"": ""exact-last"", ""time_filter_global1"": ""rel-hosp-first"", ""time_filter_global2"": ""rel-hosp-first""}","{""patient_id"": 20441}",select ( select chartevents.valuenum from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 20441 and admissions.dischtime is not null order by admissions.admittime asc limit 1 ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'admit wt' and d_items.linksto = 'chartevents' ) and chartevents.charttime = ( select distinct chartevents.charttime from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 20441 and admissions.dischtime is not null order by admissions.admittime asc limit 1 ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'admit wt' and d_items.linksto = 'chartevents' ) order by chartevents.charttime desc limit 1 ) ) - ( select chartevents.valuenum from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 20441 and admissions.dischtime is not null order by admissions.admittime asc limit 1 ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'admit wt' and d_items.linksto = 'chartevents' ) and chartevents.charttime = ( select distinct chartevents.charttime from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 20441 and admissions.dischtime is not null order by admissions.admittime asc limit 1 ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'admit wt' and d_items.linksto = 'chartevents' ) order by chartevents.charttime desc limit 1 offset 1 ) ),schera_ehrsql_mimic_iii_test_seed
schera_ehrsql_draft_00069,ehrsql_010,a7ba740f56f57aba81f2fe36,mimic_iii,test,what is the change in the weight of patient {patient_id} from the [time_filter_exact2] value measured [time_filter_global2] compared to the [time_filter_exact1] value measured [time_filter_global1]?,what is the change in the weight of patient {patient_id} from the [time_filter_exact2:exact-last] value measured [time_filter_global2:rel-hosp-cur] compared to the [time_filter_exact1:exact-second_to_last] value measured [time_filter_global1:rel-hosp-cur]?,What is the difference in weight last measured during the current hospital visit compared to the second to last value measured during the current hospital visit for patient 2518?,what is the change in the weight of patient 2518 from the last value measured on the current hospital visit compared to the second to last value measured on the current hospital visit?,"with v1 as (select m.value_as_number from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = '2518' AND m.measurement_concept_id = 3025315 ORDER BY m.measurement_datetime DESC LIMIT 1 OFFSET 1), v2 as (select m.value_as_number from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = '2518' AND m.measurement_concept_id = 3025315 ORDER BY m.measurement_datetime DESC LIMIT 1) select v2.value_as_number - v1.value_as_number as answer from v1 cross join v2",TRUE,FALSE,answerable,TRUE,,,"{""patient_id"": {""display_value"": ""2518"", ""source_argument_name"": ""patient_id"", ""value_type"": ""PATIENT_ID""}}","{""time_filter_exact1"": ""exact-second_to_last"", ""time_filter_exact2"": ""exact-last"", ""time_filter_global1"": ""rel-hosp-cur"", ""time_filter_global2"": ""rel-hosp-cur""}","{""patient_id"": 2518}",select ( select chartevents.valuenum from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 2518 and admissions.dischtime is null ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'admit wt' and d_items.linksto = 'chartevents' ) and chartevents.charttime = ( select distinct chartevents.charttime from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 2518 and admissions.dischtime is null ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'admit wt' and d_items.linksto = 'chartevents' ) order by chartevents.charttime desc limit 1 ) ) - ( select chartevents.valuenum from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 2518 and admissions.dischtime is null ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'admit wt' and d_items.linksto = 'chartevents' ) and chartevents.charttime = ( select distinct chartevents.charttime from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 2518 and admissions.dischtime is null ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'admit wt' and d_items.linksto = 'chartevents' ) order by chartevents.charttime desc limit 1 offset 1 ) ),schera_ehrsql_mimic_iii_test_seed
